date,action,direction,price,balance,signal,pnl
2024-02-08,CLOSE,,1.077574610710144,99771.6665267944,"{'direction': 1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=0.00232, BulkPressure=0.00477, EntropyRegime=0.99, Neighbors=10', 'momentum': np.float64(0.0023207489909374325), 'bulk_pressure': np.float64(0.004765106892230926), 'entropy_regime': np.float64(0.9948715470129896)}",-339.15042877197266
2024-02-08,OPEN,LONG,1.077574610710144,99771.6665267944,"{'direction': 1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=0.00232, BulkPressure=0.00477, EntropyRegime=0.99, Neighbors=10', 'momentum': np.float64(0.0023207489909374325), 'bulk_pressure': np.float64(0.004765106892230926), 'entropy_regime': np.float64(0.9948715470129896)}",
2024-02-14,CLOSE,,1.070893168449402,99103.52230072021,"{'direction': 1, 'confidence': np.float64(0.2), 'rationale': 'Momentum=-0.00161, BulkPressure=0.01225, EntropyRegime=1.02, Neighbors=10', 'momentum': np.float64(-0.0016090203609836428), 'bulk_pressure': np.float64(0.012251164620192188), 'entropy_regime': np.float64(1.0170716110439602)}",-668.1442260741966
2024-02-16,OPEN,LONG,1.0773887634277344,99103.52230072021,"{'direction': 1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=0.00287, BulkPressure=0.00025, EntropyRegime=1.01, Neighbors=10', 'momentum': np.float64(0.002873010157790534), 'bulk_pressure': np.float64(0.0002530794565498312), 'entropy_regime': np.float64(1.0137623059533025)}",
2024-02-22,CLOSE,,1.082040309906006,99568.67694854739,"{'direction': -1, 'confidence': np.float64(0.2), 'rationale': 'Momentum=0.00381, BulkPressure=-0.00095, EntropyRegime=1.02, Neighbors=10', 'momentum': np.float64(0.0038065327295232097), 'bulk_pressure': np.float64(-0.0009486179533363949), 'entropy_regime': np.float64(1.0204483541242064)}",465.15464782717066
2024-02-28,OPEN,LONG,1.084481120109558,99568.67694854739,"{'direction': 1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=0.00281, BulkPressure=0.00489, EntropyRegime=1.03, Neighbors=10', 'momentum': np.float64(0.002813768767794572), 'bulk_pressure': np.float64(0.004886923553351094), 'entropy_regime': np.float64(1.025847676481654)}",
2024-02-29,CLOSE,,1.0838816165924072,99508.7265968323,"{'direction': 1, 'confidence': np.float64(0.2), 'rationale': 'Momentum=-0.00062, BulkPressure=0.01551, EntropyRegime=1.03, Neighbors=10', 'momentum': np.float64(-0.0006175146282979438), 'bulk_pressure': np.float64(0.015505922152243175), 'entropy_regime': np.float64(1.0283878504974584)}",-59.95035171508789
2024-03-01,OPEN,SHORT,1.0804970264434814,99508.7265968323,"{'direction': -1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=-0.00054, BulkPressure=-0.00620, EntropyRegime=1.03, Neighbors=10', 'momentum': np.float64(-0.0005375553135008703), 'bulk_pressure': np.float64(-0.006204798359929671), 'entropy_regime': np.float64(1.0282567610484556)}",
2024-03-04,CLOSE,,1.084269404411316,99131.48880004886,"{'direction': 1, 'confidence': np.float64(0.2), 'rationale': 'Momentum=-0.00313, BulkPressure=0.00312, EntropyRegime=1.03, Neighbors=10', 'momentum': np.float64(-0.003133321962348767), 'bulk_pressure': np.float64(0.0031152910427726353), 'entropy_regime': np.float64(1.027855974780166)}",-377.23779678344727
2024-03-05,OPEN,LONG,1.0855170488357544,99131.48880004886,"{'direction': 1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=0.00363, BulkPressure=0.02086, EntropyRegime=1.04, Neighbors=10', 'momentum': np.float64(0.0036334296540418975), 'bulk_pressure': np.float64(0.020857325581966724), 'entropy_regime': np.float64(1.0368993493934053)}",
2024-03-06,CLOSE,,1.0855995416641235,99139.73808288577,"{'direction': -1, 'confidence': np.float64(0.2), 'rationale': 'Momentum=0.00080, BulkPressure=-0.00344, EntropyRegime=1.03, Neighbors=10', 'momentum': np.float64(0.0008002602195254394), 'bulk_pressure': np.float64(-0.0034376747950092563), 'entropy_regime': np.float64(1.0341397318136232)}",8.249282836914062
2024-03-08,OPEN,LONG,1.0950144529342651,99139.73808288577,"{'direction': 1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=0.00335, BulkPressure=0.00366, EntropyRegime=1.03, Neighbors=10', 'momentum': np.float64(0.00335054689444515), 'bulk_pressure': np.float64(0.003660144388474165), 'entropy_regime': np.float64(1.0294063326080907)}",
2024-03-12,CLOSE,,1.093135118484497,98951.80463790896,"{'direction': 1, 'confidence': np.float64(0.2), 'rationale': 'Momentum=-0.00142, BulkPressure=0.01389, EntropyRegime=1.02, Neighbors=10', 'momentum': np.float64(-0.001423146205343956), 'bulk_pressure': np.float64(0.013891221912862541), 'entropy_regime': np.float64(1.0221368592819944)}",-187.93344497680664
2024-03-13,OPEN,SHORT,1.0927767753601074,98951.80463790896,"{'direction': -1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=-0.00168, BulkPressure=-0.01205, EntropyRegime=1.02, Neighbors=10', 'momentum': np.float64(-0.0016767680706422593), 'bulk_pressure': np.float64(-0.012049195311023986), 'entropy_regime': np.float64(1.0155830979211762)}",
2024-03-14,CLOSE,,1.0955302715301514,98676.45502090457,"{'direction': 1, 'confidence': np.float64(0.2), 'rationale': 'Momentum=-0.00105, BulkPressure=0.00399, EntropyRegime=1.01, Neighbors=10', 'momentum': np.float64(-0.0010479035937085268), 'bulk_pressure': np.float64(0.003994482043334318), 'entropy_regime': np.float64(1.014773095828936)}",-275.34961700439453
2024-03-15,OPEN,LONG,1.0883406400680542,98676.45502090457,"{'direction': 1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=0.00138, BulkPressure=0.00147, EntropyRegime=1.02, Neighbors=10', 'momentum': np.float64(0.001379686642608624), 'bulk_pressure': np.float64(0.0014665048506116874), 'entropy_regime': np.float64(1.015392205951662)}",
2024-03-18,CLOSE,,1.0882576704025269,98668.15805435184,"{'direction': -1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=-0.00727, BulkPressure=-0.00788, EntropyRegime=1.01, Neighbors=10', 'momentum': np.float64(-0.007266202712054581), 'bulk_pressure': np.float64(-0.007880133279648953), 'entropy_regime': np.float64(1.0125510072525306)}",-8.296966552734375
2024-03-18,OPEN,SHORT,1.0882576704025269,98668.15805435184,"{'direction': -1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=-0.00727, BulkPressure=-0.00788, EntropyRegime=1.01, Neighbors=10', 'momentum': np.float64(-0.007266202712054581), 'bulk_pressure': np.float64(-0.007880133279648953), 'entropy_regime': np.float64(1.0125510072525306)}",
2024-03-21,CLOSE,,1.0937210321426392,98121.8218803406,"{'direction': 1, 'confidence': np.float64(0.2), 'rationale': 'Momentum=-0.00121, BulkPressure=0.01700, EntropyRegime=1.00, Neighbors=10', 'momentum': np.float64(-0.0012122511550902658), 'bulk_pressure': np.float64(0.016999100013939866), 'entropy_regime': np.float64(1.0038156732260952)}",-546.3361740112305
2024-03-25,OPEN,SHORT,1.0807539224624634,98121.8218803406,"{'direction': -1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=-0.00702, BulkPressure=-0.00917, EntropyRegime=1.00, Neighbors=10', 'momentum': np.float64(-0.007017977849619955), 'bulk_pressure': np.float64(-0.009165485373781116), 'entropy_regime': np.float64(1.0045403151798302)}",
2024-03-26,CLOSE,,1.0838228464126587,97814.92948532107,"{'direction': 1, 'confidence': np.float64(0.2), 'rationale': 'Momentum=-0.00500, BulkPressure=0.01848, EntropyRegime=1.00, Neighbors=10', 'momentum': np.float64(-0.004995249293864657), 'bulk_pressure': np.float64(0.01848175746793666), 'entropy_regime': np.float64(1.00096093766662)}",-306.89239501953125
2024-03-27,OPEN,LONG,1.0832358598709106,97814.92948532107,"{'direction': 1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=0.00289, BulkPressure=0.00010, EntropyRegime=1.00, Neighbors=10', 'momentum': np.float64(0.002892151624095263), 'bulk_pressure': np.float64(0.00010438519702534653), 'entropy_regime': np.float64(1.0024356857770278)}",
2024-03-28,CLOSE,,1.0813382863998413,97625.17213821414,"{'direction': -1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=-0.00049, BulkPressure=-0.00584, EntropyRegime=1.00, Neighbors=10', 'momentum': np.float64(-0.0004901677161143258), 'bulk_pressure': np.float64(-0.005843350864520021), 'entropy_regime': np.float64(1.0034107900659999)}",-189.7573471069336
2024-03-28,OPEN,SHORT,1.0813382863998413,97625.17213821414,"{'direction': -1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=-0.00049, BulkPressure=-0.00584, EntropyRegime=1.00, Neighbors=10', 'momentum': np.float64(-0.0004901677161143258), 'bulk_pressure': np.float64(-0.005843350864520021), 'entropy_regime': np.float64(1.0034107900659999)}",
2024-04-01,CLOSE,,1.0792726278305054,97831.73799514773,"{'direction': 1, 'confidence': np.float64(0.2), 'rationale': 'Momentum=-0.00164, BulkPressure=0.00631, EntropyRegime=1.02, Neighbors=10', 'momentum': np.float64(-0.0016403945172335454), 'bulk_pressure': np.float64(0.006310863440774118), 'entropy_regime': np.float64(1.0191055664295434)}",206.56585693359375
2024-04-03,OPEN,SHORT,1.076855182647705,97831.73799514773,"{'direction': -1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=-0.00466, BulkPressure=-0.00534, EntropyRegime=1.00, Neighbors=10', 'momentum': np.float64(-0.004660675479726917), 'bulk_pressure': np.float64(-0.00534191290606272), 'entropy_regime': np.float64(1.0003834361552009)}",
2024-04-04,CLOSE,,1.0838346481323242,97133.79144668582,"{'direction': 1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=0.00331, BulkPressure=0.00187, EntropyRegime=1.01, Neighbors=10', 'momentum': np.float64(0.0033123706607028126), 'bulk_pressure': np.float64(0.00186620362793452), 'entropy_regime': np.float64(1.0073900324831448)}",-697.9465484619141
